"","district","year","cases","population","smr","prec_mean","crop_rainfed_n_patches","tree_shrub_n_patches","mos_crop_n_patches","mos_natural_n_patches","broad_evg_clop_n_patches","flood_fresh_n_patches","flood_salt_n_patches","urban_n_patches","water_n_patches","crop_rainfed_total_area","tree_shrub_total_area","mos_crop_total_area","mos_natural_total_area","broad_evg_clop_total_area","flood_fresh_total_area","flood_salt_total_area","urban_total_area","water_total_area","crop_rainfed_patch_density","tree_shrub_patch_density","mos_crop_patch_density","mos_natural_patch_density","broad_evg_clop_patch_density","flood_fresh_patch_density","flood_salt_patch_density","urban_patch_density","water_patch_density","herbaceous_n_patches","herbaceous_total_area","herbaceous_patch_density","crop_irrigate_n_patches","sparse_veg_n_patches","crop_irrigate_total_area","sparse_veg_total_area","crop_irrigate_patch_density","sparse_veg_patch_density","mos_herb_tree_n_patches","mos_herb_tree_total_area","mos_herb_tree_patch_density","shrub_n_patches","shrub_total_area","shrub_patch_density","shrub_evg_n_patches","shrub_evg_total_area","shrub_evg_patch_density","district_area","pop_density","log_smr","crop_rainfed_prop","herbaceous_prop","tree_shrub_prop","mos_crop_prop","mos_natural_prop","broad_evg_clop_prop","shrub_prop","shrub_evg_prop","sparse_veg_prop","flood_fresh_prop","flood_salt_prop","urban_prop","water_prop","crop_irrigate_prop"
"18","Betong",2012,71,75178.51,2.318471837,9.738100624,44,35,204,227,146,60,68,17,51,1204.352153,3087.2406,20186.94844,43862.85479,114488.628,32976.34728,4664.443913,477.9170448,6738.657319,0.000191185,0.000152079,0.000886402,0.00098634,0.000634386,0.000260707,0.000295467,7.39e-05,0.000221601,58,2446.89673,0.000252016,0,1,0,9.558682128,0,4.35e-06,0,0,0,0,0,0,0,0,0,230143.844951928,0.32665879035654,0.84090827769775,0.00523304089775489,0.0106320320254974,0.013414395682165,0.0877144832798662,0.190588867580456,0.497465522155998,0,0,4.15335119216271e-05,0.143285810171843,0.0202675153618568,0.00207660146157646,0.0292801978710643,0
"19","Betong",2013,42,82696.361,1.670475286,9.40718441,44,35,208,226,149,59,68,18,51,1204.352153,3087.2406,20311.20669,44962.07058,113217.3635,32966.7891,4664.443913,497.0338612,6738.657319,0.000191185,0.000152079,0.000903783,0.000981995,0.000647421,0.000256361,0.000295467,7.82e-05,0.000221601,60,2485.128622,0.000260707,0,1,0,9.558682128,0,4.35e-06,0,0,0,0,0,0,0,0,0,230143.845020328,0.359324669285401,0.513108188332294,0.0052330408961996,0.0107981537450219,0.0134143956781782,0.0882543988443661,0.195365079505075,0.491941739697622,0,0,4.15335119092831e-05,0.143244278799149,0.0202675153558332,0.00215966610428403,0.0292801978623621,0
"20","Betong",2014,57,90965.9971,2.106945727,9.005039215,43,35,217,212,150,59,66,18,50,1213.910449,3135.029095,20492.81133,47437.66599,110397.673,32957.2305,4578.419392,506.5927394,6882.034066,0.00018684,0.000152079,0.000942889,0.000921163,0.000651766,0.000256361,0.000286777,7.82e-05,0.000217255,61,2494.686065,0.000265052,3,1,38.23363865,9.558682128,1.3e-05,4.35e-06,0,0,0,0,0,0,0,0,0,230143.844947178,0.395257136339572,0.745239376065998,0.00527457273201729,0.0108396818762308,0.0136220418830647,0.0890434907555466,0.206121810474174,0.479689878412078,0,0,4.15335119224843e-05,0.143202745689611,0.0198937294762362,0.00220120046884709,0.02990318540815,0.000166129312121188
"21","Bintulu",2010,47,189146,0.537692156,11.38671144,231,138,762,769,293,147,22,15,50,10901.92597,33234.2281,112267.9508,113234.1037,402005.7987,13394.67728,4247.406688,2978.575841,1097.844738,0.000323801,0.00019344,0.001068124,0.001077937,0.000410709,0.000206055,3.08e-05,2.1e-05,7.01e-05,252,19808.45349,0.000353238,7,0,152.731778,0,9.81e-06,0,0,0,0,3,76.33646922,4.21e-06,0,0,0,713400.03355422,0.265133152654421,-0.620469083333168,0.0152816448797818,0.0277662637487029,0.04658568339901,0.157370262853327,0.158724556173425,0.563506840190591,0.000107003736514681,0,0,0.018775829338368,0.00595375173566934,0.00417518320844545,0.00153889078548321,0.000214089950681776
"22","Bintulu",2011,47,208060.6,0.523928705,9.285798391,231,155,776,796,306,148,22,17,50,10901.91721,32957.57194,113222.6274,114637.5434,399046.126,12516.39347,4247.406688,3035.853857,1097.844738,0.000323801,0.000217269,0.001087749,0.001115784,0.000428932,0.000207457,3.08e-05,2.38e-05,7.01e-05,265,21498.13558,0.000371461,8,0,162.2768498,0,1.12e-05,0,0,0,0,3,76.33646922,4.21e-06,0,0,0,713400.03360202,0.291646467900322,-0.646399663078287,0.0152816325995322,0.030134755491185,0.0461978839187802,0.158708469395956,0.1606918110463,0.559358154197415,0.000107003736507511,0,0,0.0175447054674271,0.00595375173527042,0.00425547198487181,0.0015388907853801,0.000227469641374489
"23","Bintulu",2012,43,228866.66,0.461235912,10.2304039,231,156,797,791,322,141,22,19,49,10921.00685,32843.04619,114454.1633,117205.7652,394444.3556,12182.2775,4247.406688,3140.870375,1069.207361,0.000323801,0.000218671,0.001117185,0.001108775,0.00045136,0.000197645,3.08e-05,2.66e-05,6.87e-05,290,22653.32116,0.000406504,8,0,162.2768498,0,1.12e-05,0,0,0,0,3,76.33646922,4.21e-06,0,0,0,713400.03354302,0.320811114716886,-0.773845627183281,0.0153083912762971,0.0317540231214945,0.0460373488166082,0.160434760188581,0.16429178537869,0.5529076773953,0.00010700373651636,0,0,0.0170763623874506,0.00595375173576281,0.00440267763852102,0.00149874868338582,0.000227469641393301
"24","Bintulu",2013,47,251753.326,0.614044442,10.53213056,229,157,810,786,331,143,22,21,49,10854.18697,32642.615,113604.7894,117148.6793,395226.6157,11838.55422,4247.406688,3245.884276,1069.207361,0.000320998,0.000220073,0.001135408,0.001101766,0.000463975,0.000200449,3.08e-05,2.94e-05,6.87e-05,308,23283.48133,0.000431735,8,0,162.2768498,0,1.12e-05,0,0,0,0,3,76.33646922,4.21e-06,0,0,0,713400.03356402,0.352892226178186,-0.487687972346889,0.0152147273049237,0.0326373426332486,0.0457563967819335,0.159244160436117,0.164211765893458,0.554004201156983,0.000107003736513211,0,0,0.0165945523731709,0.00595375173558755,0.00454987962333579,0.0014987486833417,0.000227469641386606
"25","Bintulu",2014,38,276928.6586,0.461395412,9.42690595,229,173,838,797,336,143,22,21,49,10873.28433,29206.88676,115285.2563,121120.4111,391520.6177,10902.77193,4247.406688,3255.43177,1069.207361,0.000320998,0.000242501,0.001174657,0.001117185,0.000470984,0.000200449,3.08e-05,2.94e-05,6.87e-05,329,25680.14633,0.000461172,8,0,162.2768498,0,1.12e-05,0,0,0,0,3,76.33646922,4.21e-06,0,0,0,713400.03358802,0.388181448782946,-0.773499876941684,0.0152414968013293,0.0359968392499824,0.0409404056418459,0.161599734892325,0.169779093632543,0.548809362582815,0.000107003736509611,0,0,0.0152828306934118,0.00595375173538725,0.00456326270918004,0.00149874868329128,0.000227469641378953
"26","Dalat",2010,13,19062,1.475733348,9.817380905,35,24,122,133,59,34,11,1,22,2359.040393,1556.682636,18137.79003,18003.50527,51231.90417,12732.1881,372.4530567,9.550794022,668.5113596,0.000329423,0.00022589,0.001148274,0.001251806,0.000555313,0.000320011,0.000103533,9.41e-06,0.000207066,16,725.9252363,0.000150593,0,5,0,448.9072243,0,4.71e-05,0,0,0,0,0,0,0,0,0,106246.458269922,0.179413039365251,0.389155051320976,0.0222034732396142,0.00683246527103772,0.0146516190878119,0.170714302625697,0.169450403930281,0.48219870106017,0,0,0.00422515001073767,0.119836353204862,0.00350555738765214,8.98928225704799e-05,0.00629208135956522,0
"27","Dalat",2011,3,20968.2,0.331836601,9.169091702,35,24,124,135,58,34,11,1,22,2359.040393,1556.682636,18433.90493,18060.8154,51012.21154,12407.40924,372.4530567,9.550794022,668.5113596,0.000329423,0.00022589,0.001167098,0.001270631,0.000545901,0.000320011,0.000103533,9.41e-06,0.000207066,17,735.4776091,0.000160005,0,6,0,630.4012975,0,5.65e-05,0,0,0,0,0,0,0,0,0,106246.458255922,0.197354343327781,-1.10311259688157,0.0222034732425399,0.00692237295410274,0.0146516190897425,0.173501359316818,0.169989811392074,0.480130936855551,0,0,0.00593338646622475,0.116779509111857,0.00350555738811407,8.9892822582325e-05,0.00629208136039432,0
"28","Dalat",2012,66,23065.02,7.024692047,9.476130486,35,24,130,134,58,34,11,1,22,2359.040393,1556.682636,18768.21159,18500.14243,50420.07257,12025.31656,372.4530567,9.550794022,668.5113596,0.000329423,0.00022589,0.00122357,0.001261219,0.000545901,0.000320011,0.000103533,9.41e-06,0.000207066,19,783.2395887,0.000178829,0,9,0,783.2372918,0,8.47e-05,0,0,0,0,0,0,0,0,0,106246.458269822,0.217089777632158,1.94943137753297,0.0222034732396351,0.00737191245199812,0.0146516190878257,0.176647879803546,0.174124791840282,0.4745576783553,0,0,0.00737189083339514,0.11318322281822,0.00350555738765544,8.98928225705645e-05,0.00629208135957114,0
"29","Dalat",2013,61,25371.522,7.90788742,8.434658051,35,24,134,135,62,35,11,1,22,2359.040393,1547.131931,18921.04356,19111.44795,49560.41071,11948.89922,372.4530567,19.10156705,668.5113596,0.000329423,0.00022589,0.001261219,0.001270631,0.000583549,0.000329423,0.000103533,9.41e-06,0.000207066,23,859.6598193,0.000216478,0,15,0,878.7587048,0,0.000141181,0,0,0,0,0,0,0,0,0,106246.45827145,0.238798755391715,2.06786066899054,0.0222034732392949,0.00809118565725407,0.014561727102914,0.178086346291737,0.179878447347129,0.466466473483546,0,0,0.00827094586583631,0.112463976817671,0.00350555738760172,0.000179785447541199,0.00629208135947473,0
"30","Dalat",2014,66,27908.6742,7.951742485,9.332374096,35,25,127,125,69,34,11,1,22,2359.040393,1508.929601,19417.74482,20477.31995,47669.17445,11920.24255,372.4530567,19.10156705,668.5113596,0.000329423,0.000235302,0.001195334,0.00117651,0.000649433,0.000320011,0.000103533,9.41e-06,0.000207066,25,907.4216946,0.000235302,0,17,0,926.5188308,0,0.000160005,0,0,0,0,0,0,0,0,0,106246.45827275,0.262678630927672,2.07339108515285,0.0222034732390232,0.00854072417426393,0.0142021637759102,0.182761337513499,0.192734141757759,0.448666009436534,0,0,0.00872046791829514,0.112194257990219,0.00350555738755883,0.000179785447539,0.00629208135939774,0
"31","Daro",2010,2,30671,0.141102615,9.857727051,122,50,212,327,171,136,150,10,230,5560.223274,2187.431075,28678.0846,33502.73549,92401.34886,7260.621316,37203.40832,133.7598208,11884.5525,0.00055506,0.000227483,0.00096453,0.001487742,0.000777993,0.000618755,0.00068245,4.55e-05,0.001046424,30,850.2860533,0.00013649,5,3,95.53768431,38.21068404,2.27e-05,1.36e-05,0,0,0,0,0,0,0,0,0,219796.19967745,0.139542904040241,-1.95826788733975,0.0252971765761173,0.00386852026808376,0.00995208778955253,0.130475798226198,0.152426363782291,0.420395570968008,0,0,0.000173845972296491,0.0330334251759354,0.169263200977068,0.000608562936921985,0.0540707824677612,0.000434664859766462
"32","Daro",2011,23,33738.1,1.581143898,9.728578568,121,51,220,333,179,136,150,10,230,5684.42443,2206.532997,29853.14595,35126.85362,89306.01296,7241.519393,37193.85397,133.7598208,11884.5525,0.00055051,0.000232033,0.001000927,0.00151504,0.000814391,0.000618755,0.00068245,4.55e-05,0.001046424,38,1022.242779,0.000172887,5,4,95.53768431,47.76356604,2.27e-05,1.82e-05,0,0,0,0,0,0,0,0,0,219796.19967015,0.153497194449363,0.458148571163331,0.0258622507510624,0.00465086648692784,0.0100389952160745,0.135821938663184,0.159815564021194,0.406312816572908,0,0,0.000217308425312536,0.0329465177462914,0.169219731850765,0.000608562936942197,0.054070782469557,0.000434664859780898
"33","Daro",2012,61,37111.91,4.03509458,9.347629547,121,54,230,323,192,136,151,10,230,5674.869194,2397.612338,30369.03863,37782.81651,85904.85154,7241.519393,37193.85439,133.7598208,11779.46737,0.00055051,0.000245682,0.001046424,0.001469543,0.000873536,0.000618755,0.000687,4.55e-05,0.001046424,43,1175.109243,0.000195636,5,4,95.53768431,47.76356604,2.27e-05,1.82e-05,0,0,0,0,0,0,0,0,0,219796.19967915,0.168846913887385,1.39502974134807,0.0258187775870736,0.00534635832974082,0.0109083430082046,0.138169079694424,0.171899316572142,0.390838657198808,0,0,0.000217308425303638,0.0329465177449423,0.169219733754697,0.000608562936917278,0.0535926798879836,0.0004346648597631
"34","Daro",2013,23,40823.101,1.853100649,8.462387085,121,55,233,319,197,135,151,11,230,5674.869194,2454.918473,30426.35974,39234.83503,84395.51562,7203.309564,37327.5829,143.3148497,11597.97721,0.00055051,0.000250232,0.001060073,0.001451344,0.000896285,0.000614205,0.000687,5e-05,0.001046424,44,1184.662084,0.000200185,5,5,95.53768431,57.31734108,2.27e-05,2.27e-05,0,0,0,0,0,0,0,0,0,219796.19969009,0.185731605266879,0.616860262611714,0.0258187775857886,0.0053898205959446,0.0111690669650404,0.138429871776222,0.178505520501813,0.383971678031725,0,0,0.000260774941335732,0.0327726756611651,0.169828154229379,0.000652035157578121,0.0527669596942668,0.000434664859741465
"35","Daro",2014,2,44905.4111,0.149757609,9.26690197,122,56,232,275,232,132,154,12,217,5751.292077,2588.640489,31677.77997,47422.12375,76303.68683,7165.079627,38235.05623,152.866578,9123.938218,0.00055506,0.000254781,0.001055523,0.001251159,0.001055523,0.000600556,0.000700649,5.46e-05,0.000987278,45,1222.880894,0.000204735,5,5,95.53768431,57.31734108,2.27e-05,2.27e-05,0,0,0,0,0,0,0,0,0,219796.19968839,0.204304765795148,-1.89873723192518,0.0261664764229488,0.00556370353870406,0.0117774579026843,0.144123419853984,0.215754975824111,0.347156533817134,0,0,0.000260774941337749,0.0325987420945316,0.173956857690018,0.000695492361636472,0.0415109006931658,0.000434664859744827
"36","Julau",2010,45,15816,6.156712327,10.15451145,0,1,83,121,18,2,5,0,0,0,19.11157411,3574.103659,19007.54012,143765.595,47.78376239,47.78156439,0,0,0,6.01e-06,0.000498584,0.000726851,0.000108127,1.2e-05,3e-05,0,0,1,9.555473286,6.01e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166471.471153176,0.0950072699570677,1.81754292192052,0,5.74000651271213e-05,0.000114803899897147,0.0214697667668915,0.114178964049104,0.863605000929657,0,0,0,0.000287038746392963,0.000287025542929422,0,0,0
"37","Julau",2011,65,17397.6,8.665391659,9.453456561,0,1,83,122,18,2,5,0,0,0,19.11157411,3574.103659,19045.76528,143727.3698,47.78376239,47.78156439,0,0,0,6.01e-06,0.000498584,0.000732858,0.000108127,1.2e-05,3e-05,0,0,1,9.555473286,6.01e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166471.471113176,0.104507996977886,2.15933712226148,0,5.74000651409135e-05,0.000114803899924732,0.0214697667720503,0.114408583961222,0.863375381012201,0,0,0,0.000287038746461933,0.000287025542998389,0,0,0
"38","Julau",2012,81,19137.36,10.39058938,9.615493457,0,1,83,123,18,2,5,0,0,0,19.11157411,3574.103659,19294.22878,143478.9063,47.78376239,47.78156439,0,0,0,6.01e-06,0.000498584,0.000738865,0.000108127,1.2e-05,3e-05,0,0,1,9.555473286,6.01e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166471.471113176,0.114958796675674,2.34090052920008,0,5.74000651409135e-05,0.000114803899924732,0.0214697667720503,0.11590111297138,0.861882852002044,0,0,0,0.000287038746461933,0.000287025542998389,0,0,0
